"Gene.symbol","Gene.chromosome.primaryIdentifier","Gene.chromosomeLocation.start","Gene.chromosomeLocation.end","Gene.chromosomeLocation.strand","Gene.featureType"
"","chrIX","173365","173592","-1","ORF"
"","chrIII","173425","173880","-1","ORF"
"TRK1","chrX","173599","177306","-1","ORF"
"SYP1","chrIII","173826","176438","-1","ORF"
"SNR59","chrXVI","173827","173904","1","snoRNA gene"
"","chrIV","173866","174174","-1","ORF"
"RPT1","chrXI","174213","175616","1","ORF"
"RSE1","chrXIII","174220","178305","-1","ORF"
"DMO2","chrIV","174232","174588","-1","ORF"
"GSY1","chrVI","174265","176391","-1","ORF"
"","chrXVI","174343","174756","-1","ORF"
"BUD13","chrVII","174545","175345","1","ORF"
"","chrIX","174582","174887","-1","ORF"
"CMR1","chrIV","174918","176486","1","ORF"
"MCM2","chrII","174920","177526","-1","ORF"
"","chrXI","174958","175050","1","ORF"
"","chrI","174998","175330","1","ORF"
"","chrIX","175031","175103","1","tRNA gene"
"OXR1","chrXVI","175043","175864","1","ORF"
"","chrVIII","175195","175374","1","ORF"
"BRE2","chrXII","175227","176744","1","ORF"
"TIR1","chrV","175248","176012","1","ORF"
"","chrVIII","175275","175394","-1","ORF"
"XBP1","chrIX","175307","177250","-1","ORF"
"RAD50","chrXIV","175410","179348","1","ORF"
"XRN1","chrVII","175527","180113","-1","ORF"
"","chrVIII","175548","176819","1","ORF"
"RPC25","chrXI","175843","176481","-1","ORF"
"APL5","chrXVI","176223","179021","1","ORF"
"CLB3","chrIV","176773","178056","1","ORF"
"LTV1","chrXI","176781","178172","1","ORF"
"PML1","chrXII","176802","177416","-1","ORF"
"PAU7","chrI","176856","177023","-1","ORF"
"PIH1","chrVIII","176965","177999","-1","ORF"
"AIP5","chrVI","177042","180743","-1","ORF"
"","chrV","177099","177170","1","tRNA gene"
"SNR65","chrIII","177183","177282","1","snoRNA gene"
"","chrIX","177343","177681","-1","ORF"
"","chrIX","177373","177726","1","ORF"
"RPS14A","chrIII","177500","178220","-1","ORF"
"MEU1","chrXII","177608","178621","1","ORF"
"PRE1","chrV","177835","178431","1","ORF"
"PIM1","chrII","177874","181275","-1","ORF"
"SGA1","chrIX","178004","179653","1","ORF"
"PBS2","chrX","178097","180103","-1","ORF"
"NEL1","chrVIII","178219","180111","1","ORF"
"MSH5","chrIV","178334","181039","1","ORF"
"GSF2","chrXIII","178426","179637","1","ORF"
"MRP8","chrXI","178515","179174","1","ORF"
"SNR189","chrIII","178610","178798","-1","snoRNA gene"
"POM34","chrXII","178707","179606","-1","ORF"
"PRP22","chrV","178841","182278","1","ORF"
"DDC1","chrXVI","179277","181115","1","ORF"
"DFP1","chrI","179281","179820","-1","ORF"
"MPA43","chrXIV","179394","181022","-1","ORF"
"BPH1","chrIII","179520","186023","1","ORF"
"SDH3","chrXI","179667","180263","1","ORF"
"FMC1","chrIX","179772","180239","-1","ORF"
"","chrXIII","179893","180258","1","ORF"
"PRM6","chrXIII","180017","181075","-1","ORF"
"","chrX","180194","180310","1","ORF"
"PSR2","chrXII","180288","181481","1","ORF"
"BRL1","chrVIII","180345","181760","1","ORF"
"FYV10","chrIX","180427","181977","1","ORF"
"REX4","chrXV","180558","181427","-1","ORF"
"NUP49","chrVII","180700","182118","1","ORF"
"TGL1","chrXI","180779","182425","1","ORF"
"","chrVI","180974","181044","-1","tRNA gene"
"","chrXV","181057","181455","1","ORF"
"SUP56","chrI","181141","181254","1","tRNA gene"
"SAS10","chrIV","181186","183018","-1","ORF"
"RPA49","chrXIV","181361","182608","-1","ORF"
"RSA1","chrXVI","181403","182548","1","ORF"
"PRP39","chrXIII","181474","183363","1","ORF"
"","chrIII","181487","181795","-1","ORF"
"MCO6","chrX","181551","181709","-1","ORF"
"HAP3","chrII","181660","182094","-1","ORF"
"AVO1","chrXV","181682","185212","1","ORF"
"YEH2","chrXII","181789","183405","-1","ORF"
"PUT2","chrVIII","181977","183704","1","ORF"
"BMT5","chrIX","182117","183127","-1","ORF"
"IGD1","chrVI","182274","182861","-1","ORF"
"SPT10","chrX","182298","184220","-1","ORF"
"ROK1","chrVII","182390","184084","1","ORF"
"RFT1","chrII","182401","184125","1","ORF"
"","chrI","182522","182603","-1","tRNA gene"
"HEM14","chrV","182600","184219","1","ORF"
"PRM3","chrXVI","182655","183056","-1","ORF"
"","chrIV","182822","183187","1","ORF"
"CRS1","chrXIV","182875","185178","1","ORF"
"CTK1","chrXI","182958","184544","1","ORF"
"","chrVI","183131","184222","-1","ORF"
"BUD30","chrIV","183318","183899","-1","ORF"
"RPC53","chrIV","183343","184611","1","ORF"
"","chrIX","183440","183513","-1","tRNA gene"
"MIY2","chrXVI","183597","184679","-1","ORF"
"IRC25","chrXII","183623","184162","1","ORF"
"BUD25","chrV","183731","184700","-1","ORF"
"UIP3","chrI","183770","184477","1","ORF"
"","chrXIII","183898","183968","-1","tRNA gene"
"PRK1","chrIX","183937","186369","1","ORF"
"RRF1","chrVIII","184066","184758","1","ORF"
"SPO74","chrVII","184153","185394","-1","ORF"
"SDO1","chrXII","184174","184926","-1","ORF"
"APN2","chrII","184353","185915","1","ORF"
"","chrXIII","184461","185783","1","transposable element gene"
"","chrXIII","184461","189729","1","transposable element gene"
"NIT2","chrX","184501","185424","1","ORF"
"FAB1","chrVI","184502","191338","1","ORF"
"FAA2","chrV","184541","186775","1","ORF"
"HSK3","chrXI","184803","185012","-1","ORF"
"MSC7","chrVIII","184875","186809","-1","ORF"
"KTD1","chrI","184892","185596","1","ORF"
"ATG9","chrIV","184925","187918","1","ORF"
"MRPL31","chrXI","185286","185681","-1","ORF"
"NAB3","chrXVI","185317","187725","-1","ORF"
"ATP19","chrXV","185438","185644","1","ORF"
"VPS75","chrXIV","185460","186349","1","ORF"
"IZH3","chrXII","185498","187129","-1","ORF"
"GCD14","chrX","185528","186679","-1","ORF"
"","chrVII","185714","185786","-1","tRNA gene"
"BRX1","chrXV","185848","186723","-1","ORF"
"CMC1","chrXI","185957","186292","1","ORF"
"POP8","chrII","185998","186474","-1","ORF"
"SUA5","chrVII","186059","187339","1","ORF"
"DFP2","chrI","186321","186545","1","ORF"
"CWC25","chrXIV","186346","186885","-1","ORF"
"","chrXI","186416","186814","1","ORF"
"APL2","chrXI","186460","188640","-1","ORF"
"SNT1","chrIII","186489","190169","1","ORF"
"","chrI","186512","186853","-1","ORF"
"LYS12","chrIX","186517","187632","-1","ORF"
"PRM9","chrI","186836","187732","1","ORF"
"PEP1","chrII","186844","191583","-1","ORF"
"MDM20","chrXV","187024","189414","1","ORF"
"LSM1","chrX","187126","187644","-1","ORF"
"SUI1","chrXIV","187170","187496","-1","ORF"
"VMA10","chrVIII","187173","187679","-1","ORF"
"HUR1","chrVII","187464","187796","1","ORF"
"PMR1","chrVII","187616","190468","-1","ORF"
"UBR2","chrXII","187663","193281","-1","ORF"
"BCD1","chrVIII","187924","189024","1","ORF"
"RSM25","chrIX","187990","188784","-1","ORF"
"MTC1","chrX","188004","189440","-1","ORF"
"SLA2","chrXIV","188051","190957","1","ORF"
"MST28","chrI","188107","188811","1","ORF"
"NOP14","chrIV","188154","190586","-1","ORF"
"BIM1","chrV","188277","189311","1","ORF"
"COA2","chrXVI","188307","188513","-1","ORF"
"","chrIX","189066","190967","1","ORF"
"OCT1","chrXI","189124","191442","-1","ORF"
"SRB2","chrVIII","189131","189864","-1","ORF"
"GUP2","chrXVI","189154","190983","1","ORF"
"AFG3","chrV","189503","191788","-1","ORF"
"","chrXV","189658","193542","-1","ORF"
"ALB1","chrX","189716","190243","1","ORF"
"YAT1","chrI","190193","192256","1","ORF"
"RRN11","chrXIII","190244","191767","-1","ORF"
"RPE1","chrX","190374","191090","-1","ORF"
"NCP1","chrVIII","190543","192618","1","ORF"
"ELO2","chrIII","190592","191635","1","ORF"
"RPN5","chrIV","190924","192261","1","ORF"
"","chrIII","190947","191360","1","ORF"
"","chrX","191022","191345","1","ORF"
"UTP25","chrIX","191030","193195","-1","ORF"
"CUP2","chrVII","191129","191806","1","ORF"
"ATG2","chrXIV","191324","196102","1","ORF"
"","chrVII","191398","191976","-1","ORF"
"POS5","chrXVI","191406","192650","1","ORF"
"","chrVI","191513","191613","-1","tRNA gene"
"","chrX","191572","191895","-1","ORF"
"","chrX","191639","192298","1","ORF"
"RCI50","chrXI","191679","193070","-1","ORF"
"RRP43","chrIII","191834","193018","-1","ORF"
"SPC25","chrV","191959","192624","-1","ORF"
"YRB30","chrVII","191978","193300","-1","ORF"
"","chrI","192337","192417","-1","ORF"
"FUS3","chrII","192451","193512","1","ORF"
"PHO86","chrX","192531","193466","1","ORF"
"SWH1","chrI","192619","196185","1","ORF"
"CSS2","chrVI","192737","193435","1","ORF"
"LDB17","chrIV","192750","194225","1","ORF"
"CAT2","chrXIII","192788","194800","1","ORF"
"ISC1","chrV","192797","194230","1","ORF"
"DOG2","chrVIII","192805","193545","-1","ORF"
"","chrI","192928","193248","-1","ORF"
"RBK1","chrIII","193297","194298","1","ORF"
"RMA1","chrXI","193574","194866","-1","ORF"
"ICE2","chrIX","193595","195070","1","ORF"
"","chrI","193600","196179","1","ORF"
"MF(ALPHA)1","chrXVI","193648","194145","1","ORF"
"RAD54","chrVII","193707","196403","-1","ORF"
"DSC2","chrXV","193832","194800","-1","ORF"
"NCA3","chrX","193860","194873","-1","ORF"
"DOG1","chrVIII","194068","194808","-1","ORF"
"ACH1","chrII","194122","195702","1","ORF"
"SBH2","chrV","194273","194539","-1","ORF"
"PHO87","chrIII","194414","197185","-1","ORF"
"SNF7","chrXII","194452","195174","1","ORF"
"","chrXI","194478","194999","1","ORF"
"UIP4","chrXVI","194512","195426","-1","ORF"
"COP1","chrIV","194571","198176","-1","ORF"
"ATG18","chrVI","194812","196314","1","ORF"
"VPS71","chrXIII","194913","195755","-1","ORF"
"THP1","chrXV","194970","196337","1","ORF"
"GPA2","chrV","195168","196517","1","ORF"
"","chrXVI","195253","195648","1","ORF"
"SHE2","chrXI","195288","196028","-1","ORF"
"SED5","chrXII","195450","196472","-1","ORF"
"DDE1","chrVIII","195551","197233","1","ORF"
"","chrIX","195599","196216","1","ORF"
"MRN1","chrXVI","195950","197788","-1","ORF"
"SUF7","chrXIII","196068","196170","-1","tRNA gene"
"ASF1","chrX","196287","197126","1","ORF"
"MYO3","chrXI","196349","200167","-1","ORF"
"ZWF1","chrXIV","196426","197943","-1","ORF"
"SDH5","chrXV","196507","196995","1","ORF"
"","chrXIII","196628","197950","1","transposable element gene"
"","chrXIII","196628","201896","1","transposable element gene"
"AAT2","chrXII","196829","198085","-1","ORF"
"ROG3","chrVI","196833","199034","1","ORF"
"RPN3","chrV","196948","198519","1","ORF"
"NBA1","chrXV","197220","198725","-1","ORF"
"","chrX","197313","197385","-1","tRNA gene"
"INM1","chrVIII","197398","198285","-1","ORF"
"","chrII","197494","197567","1","tRNA gene"
"","chrIX","197592","197663","1","tRNA gene"
"BUD5","chrIII","197621","199549","-1","ORF"
"","chrII","197629","197699","-1","tRNA gene"
"","chrX","197915","198595","1","transposable element gene"
"AVT7","chrIX","197931","199403","-1","ORF"
"SUT1","chrVII","198138","199037","1","ORF"
"NAR1","chrXIV","198502","199977","-1","ORF"
"","chrIV","198662","199732","-1","ORF"
"","chrX","198678","203325","1","transposable element gene"
"AAP1","chrVIII","198740","201310","-1","ORF"
"SNR30","chrXII","198784","199389","1","snoRNA gene"
"SRB4","chrV","198812","200875","1","ORF"
"NUF2","chrXV","198942","200297","1","ORF"
"RRN6","chrII","199064","201748","-1","ORF"
"RTC6","chrXVI","199095","199376","1","ORF"
"YIP5","chrVII","199210","200142","-1","ORF"
"","chrIII","199293","199418","1","ORF"
"RUF22","chrVI","199299","199813","-1","ncRNA gene"
"RTT10","chrXVI","199495","202536","-1","ORF"
"ADE16","chrXII","199540","201315","-1","ORF"
"MATALPHA2","chrIII","199546","200178","-1","ORF"
"AIM19","chrIX","199646","200119","-1","ORF"
"PES4","chrVI","199874","201709","1","ORF"
"CCT4","chrIV","199996","201582","1","ORF"
"","chrIX","200153","200461","-1","ORF"
"HST1","chrXV","200368","201879","-1","ORF"
"MATALPHA1","chrIII","200442","200969","1","ORF"
"KTR7","chrIX","200490","202043","-1","ORF"
"AIM14","chrVII","200561","202273","1","ORF"
"LAP3","chrXIV","200569","201933","1","ORF"
"PMU1","chrXI","200884","201771","-1","ORF"
"","chrIII","200911","201243","1","ORF"
"PRO3","chrV","201076","201936","1","ORF"
"TAF2","chrIII","201174","205397","-1","ORF"
"","chrI","201467","201787","-1","ORF"
"","chrV","201522","201734","-1","ORF"
"CRD1","chrIV","201719","202570","-1","ORF"
"","chrVI","201947","203068","-1","ORF"
"LSB3","chrVI","201960","203433","-1","ORF"
"RPL15A","chrXII","201976","202590","-1","ORF"
"RTG1","chrXV","201985","202518","-1","ORF"
"FMT1","chrII","202056","203261","1","ORF"
"YAT2","chrV","202192","204963","1","ORF"
"SDS3","chrIX","202276","203259","-1","ORF"
"KEX2","chrXIV","202428","204872","1","ORF"
"RIB2","chrXV","202696","204471","-1","ORF"
"","chrVII","202721","203833","1","ORF"
"YMD8","chrXIII","202775","204103","-1","ORF"
"","chrXI","202999","203071","1","tRNA gene"
"","chrIII","203027","203506","1","ORF"
"BPL1","chrIV","203039","205111","1","ORF"
"","chrXII","203290","204081","1","ORF"
"","chrXVI","203306","203689","-1","ORF"
"FLO1","chrI","203403","208016","1","ORF"
"","chrII","203406","203807","-1","ORF"
"CTI6","chrXVI","203421","204941","1","ORF"
"SCT1","chrII","203538","205817","1","ORF"
"PGM1","chrXI","203541","205253","1","ORF"
"CAB2","chrIX","203556","204653","-1","ORF"
"HIS2","chrVI","203743","204750","-1","ORF"
"","chrXII","204225","204785","1","ORF"
"","chrXIII","204386","205408","-1","ORF"
"YHK8","chrVIII","204607","206151","1","ORF"
"INP54","chrXV","204731","205885","-1","ORF"
"","chrX","204735","204806","1","tRNA gene"
"","chrVI","204924","204996","-1","tRNA gene"
"RAD5","chrXII","204991","208500","1","ORF"
"YTP1","chrXIV","205188","206567","1","ORF"
"TCO89","chrXVI","205248","207647","1","ORF"
"GCD11","chrV","205251","206834","1","ORF"
"MDV1","chrX","205305","207449","1","ORF"
"RPO21","chrIV","205360","210561","-1","ORF"
"","chrVII","205521","205634","1","tRNA gene"
"","chrIX","205635","206507","1","ORF"
"","chrIX","205635","210132","1","transposable element gene"
"","chrIX","205635","210357","1","pseudogene"
"CGI121","chrXIII","205642","206293","1","ORF"
"YPK1","chrXI","205707","207749","1","ORF"
"ULI1","chrVI","205748","206257","-1","ORF"
"SUT035","chrIII","205766","205942","1","ncRNA gene"
"MET22","chrXV","206103","207176","-1","ORF"
"LAA2","chrII","206107","206949","-1","ORF"
"","chrIII","206261","206644","-1","ORF"
"AMD1","chrXIII","206428","208860","-1","ORF"
"FSH1","chrVIII","206462","207193","1","ORF"
"PER1","chrIII","206877","207950","-1","ORF"
"SIN4","chrXIV","206930","209854","1","ORF"
"RCK1","chrVII","207033","208571","1","ORF"
"","chrI","207122","207502","-1","ORF"
"ALK2","chrII","207194","209224","1","ORF"
"","chrVIII","207234","207530","-1","ORF"
"","chrV","207357","207428","1","tRNA gene"
"CRT10","chrXV","207392","210265","-1","ORF"
"ECO1","chrVI","207452","208297","1","ORF"
"","chrIII","207484","207834","1","ORF"
"","chrIII","207585","208139","1","ORF"
"CHO1","chrV","207644","208474","-1","ORF"
"SMF2","chrVIII","207654","209303","1","ORF"
"CCT7","chrX","207877","209529","1","ORF"
"RRT12","chrIII","208135","209610","-1","ORF"
"PPQ1","chrXVI","208157","209806","1","ORF"
"RRN3","chrXI","208247","210130","1","ORF"
"","chrI","208367","208663","1","ORF"
"CDC14","chrVI","208413","210068","-1","ORF"
"","chrIII","208751","209101","1","ORF"
"RSC58","chrXII","208761","210269","1","ORF"
"GAL83","chrV","208979","210232","-1","ORF"
"ARI1","chrVII","209006","210049","1","ORF"
"","chrII","209409","209648","1","ORF"
"","chrXIII","209428","209826","-1","ORF"
"","chrVIII","209475","209645","1","ORF"
"SRC1","chrXIII","209525","212155","1","ORF"
"","chrXIV","209548","209979","-1","ORF"
"HIR1","chrII","209653","212175","1","ORF"
"COX6","chrVIII","209705","210151","1","ORF"
"IMG1","chrIII","209914","210423","-1","ORF"
"GZF3","chrX","209922","211577","-1","ORF"
"","chrXVI","210192","210263","-1","tRNA gene"
"","chrXIV","210233","211513","1","ORF"
"AMS1","chrVII","210416","213667","1","ORF"
"SMF3","chrXII","210512","211933","-1","ORF"
"APM4","chrXV","210520","211995","-1","ORF"
"SSH4","chrXI","210593","212332","1","ORF"
"SUP6","chrVI","210619","210707","-1","tRNA gene"
"","chrIX","210665","210738","1","tRNA gene"
"MIG3","chrV","210692","211876","-1","ORF"
"BUD23","chrIII","210718","211545","-1","ORF"
"CIC1","chrVIII","210848","211978","1","ORF"
"AIR1","chrIX","210923","212005","-1","ORF"
"PTR3","chrVI","210937","212973","1","ORF"
"","chrIII","211301","211507","1","ORF"
"SCM3","chrIV","211375","212046","-1","ORF"
"","chrXIII","211715","212155","1","ORF"
"","chrIII","211855","212166","1","ORF"
"","chrIII","211871","212317","-1","ORF"
"BNI4","chrXIV","211922","214600","1","ORF"
"ARE1","chrIII","211929","213761","1","ORF"
"UTP10","chrX","212000","217309","-1","ORF"
"","chrXI","212043","212423","1","ORF"
"CBC2","chrXVI","212158","212784","1","ORF"
"PRS5","chrXV","212244","213734","1","ORF"
"MLH2","chrXII","212369","214456","-1","ORF"
"RUF5-1","chrVIII","212409","213118","1","ncRNA gene"
"SRP21","chrXI","212495","212998","-1","ORF"
"THS1","chrIX","212499","214703","1","ORF"
"","chrVIII","212510","212704","1","ORF"
"RAD52","chrXIII","212515","213930","-1","ORF"
"","chrVIII","212519","212692","-1","ORF"
"CUP1-1","chrVIII","212535","212720","-1","ORF"
"SMB1","chrV","212587","213177","-1","ORF"
"SLA1","chrII","212632","216366","-1","ORF"
"CUP9","chrXVI","213042","213962","-1","ORF"
"","chrVIII","213185","214249","-1","ORF"
"MET10","chrVI","213312","216419","1","ORF"
"RGT2","chrIV","213351","215642","1","ORF"
"CHZ1","chrV","213437","213898","1","ORF"
"","chrIII","213464","213772","-1","ORF"
"MAM3","chrXV","214017","216137","-1","ORF"
"","chrIII","214071","214739","1","ORF"
"YPT31","chrV","214076","214747","-1","ORF"
"CDC43","chrVII","214081","215211","1","ORF"
"","chrXIII","214086","214421","-1","ORF"
"DGR2","chrXI","214142","216700","1","ORF"
"NDC1","chrXIII","214189","216156","1","ORF"
"RUF5-2","chrVIII","214407","215116","1","ncRNA gene"
"","chrVIII","214508","214702","1","ORF"
"","chrVIII","214517","214690","-1","ORF"
"CUP1-2","chrVIII","214533","214718","-1","ORF"
"","chrXII","214883","214955","-1","tRNA gene"
"CSL4","chrXIV","214923","215801","1","ORF"
"RCI37","chrIX","214991","215953","-1","ORF"
"RSC6","chrIII","214994","216445","1","ORF"
"FIR1","chrV","215063","217693","1","ORF"
"RSC30","chrVIII","215183","217834","-1","ORF"
"LYS5","chrVII","215278","216096","-1","ORF"
"","chrXII","215440","218907","-1","transposable element gene"
"PDR16","chrXIV","215987","217042","-1","ORF"
"TRE1","chrXVI","216012","218363","-1","ORF"
"PEX14","chrVII","216273","217298","1","ORF"
"RCF1","chrXIII","216435","216914","1","ORF"
"ARF2","chrIV","216529","217074","1","ORF"
"LDB7","chrII","216587","217129","-1","ORF"
"SMC2","chrVI","216594","220106","-1","ORF"
"SEC28","chrIX","216658","217548","1","ORF"
"","chrVII","216692","217369","-1","ORF"
"THR4","chrIII","216697","218241","1","ORF"
"","chrII","216711","216860","1","ORF"
"GPD2","chrXV","217126","218448","1","ORF"
"","chrI","217157","217492","-1","ORF"
"OAC1","chrXI","217344","218318","1","ORF"
"USA1","chrXIII","217362","219878","1","ORF"
"","chrVIII","217406","217840","1","ORF"
"PDR3","chrII","217470","220400","1","ORF"
"ELA1","chrXIV","217523","218662","-1","ORF"
"NUT1","chrVII","217524","220922","1","ORF"
"RPL35B","chrIV","217600","218367","1","ORF"
"PRM10","chrX","217705","218856","-1","ORF"
"RPN2","chrIX","217863","220700","-1","ORF"
"ZRG8","chrV","218057","221287","-1","ORF"
"","chrI","218140","219145","1","pseudogene"
"CPR2","chrVIII","218226","218843","-1","ORF"
"CTR86","chrIII","218376","220067","-1","ORF"
"","chrI","218549","219145","1","pseudogene"
"VPH2","chrXI","218570","219217","-1","ORF"
"SPT14","chrXVI","218630","220088","1","ORF"
"RDI1","chrIV","218680","219288","-1","ORF"
"","chrX","218853","220016","-1","ORF"
"MED6","chrVIII","218997","219884","-1","ORF"
"","chrXI","219126","219437","1","ORF"
"URE2","chrXIV","219137","220201","-1","ORF"
"","chrIII","219189","220193","-1","ORF"
"ARG1","chrXV","219211","220473","1","ORF"
"PPH21","chrIV","219662","220771","-1","ORF"
"","chrXI","219895","219967","1","tRNA gene"
